,Price,Bedrooms,Bathrooms,Area,,,Type,Construction,Parking,Heating,HOA,Price_SQFT,Principal_Interest,Mortgage,Tax,Insurance,School,Ranking
674,188000,"Studio,",1,550,"118-18 Union Tpke #2C, Kew Gardens, NY 11415",https://www.zillow.com/homedetails/118-18-Union-Tpke-2C-Kew-Gardens-NY-11415/2074092453_zpid/,Cooperative,1974,0 spaces,No Data,$665 monthly,$342 ,$732/mo,$0/mo,$132/mo,$66/mo,"-Ps 99 Kew Gardens,-Jhs 190 Russell Sage,-Hillcrest High School,","0.9,0.7,0.4,"
675,1050000,6,4,NA,"84-36 130th St, Kew Gardens, NY 11415",https://www.zillow.com/homedetails/84-36-130th-St-Kew-Gardens-NY-11415/2074078219_zpid/,MultiFamily,2006,Off-street,"Baseboard, Gas",,,"$3,522/mo",$0/mo,$735/mo,$368/mo,"-Ps 99 Kew Gardens,-Jhs 217 Robert A Van Wyck,-Hillcrest High School,","0.9,0.6,0.4,"
676,1315000,2,1,1100,"318 2nd Ave APT 4, New York, NY 10003",https://www.zillow.com/homedetails/318-2nd-Ave-APT-4-New-York-NY-10003/72518803_zpid/,Cooperative,1910,0 spaces,No Data,"$1,800 monthly","$1,195 ","$4,411/mo",$0/mo,$964/mo,$460/mo,"-P.S. 40 Augustus St.-Gaudens,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
677,525000,1,1,954,"73-12 35th Ave #C24, Jackson Heights, NY 11372",https://www.zillow.com/homedetails/73-12-35th-Ave-C24-Jackson-Heights-NY-11372/2078476064_zpid/,Cooperative,1940,0 spaces,No Data,$915 monthly,$550 ,"$1,943/mo",$0/mo,$368/mo,$184/mo,"-Ps 69 Jackson Heights,-Is 230,-William Cullen Bryant High School,","0.9,1.0,0.3,"
678,350000,1,1,420,"408 E 73rd St APT 1D, New York, NY 10021",https://www.zillow.com/homedetails/408-E-73rd-St-APT-1D-New-York-NY-10021/89029495_zpid/,Cooperative,1910,0 spaces,No Data,$896 monthly,$833 ,"$1,295/mo",$0/mo,$257/mo,$123/mo,"-Ps 183 Robert L Stevenson,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
679,779000,1,1,605018,"300 E 40th St APT 21W, New York, NY 10016",https://www.zillow.com/homedetails/300-E-40th-St-APT-21W-New-York-NY-10016/244862221_zpid/,Apartment,1967,Garage - Attached,Forced air,"$1,902 monthly",$1 ,"$2,800/mo",$0/mo,$571/mo,$273/mo,"-River School (The),-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
680,1250000,2,2,1000,"515 E 79th St APT 11C, New York, NY 10075",https://www.zillow.com/homedetails/515-E-79th-St-APT-11C-New-York-NY-10075/124903718_zpid/,Cooperative,1981,Covered,No Data,"$1,644 monthly","$1,250 ","$4,193/mo",$0/mo,$917/mo,$438/mo,"-P.S. 158 Baylard Taylor,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.8,0.3,0.9,"
681,20900000,3,4,4193,"157 W 57th St APT 66B, New York, NY 10019",https://www.zillow.com/homedetails/157-W-57th-St-APT-66B-New-York-NY-10019/122275154_zpid/,Condo,2013,0 spaces,No Data,"$6,019 monthly","$4,984 ","$70,114/mo",$0/mo,"$15,327/mo","$7,315/mo","-Ps 111 Adolph S Ochs,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.6,0.6,0.9,"
682,599000,1,1,750,"251 E 32nd St #19F, New York, NY 10016",https://www.zillow.com/homedetails/251-E-32nd-St-19F-New-York-NY-10016/79497551_zpid/,Cooperative,1964,Garage - Attached,No Data,"$2,348 monthly",$799 ,"$2,153/mo",$0/mo,$439/mo,$210/mo,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
683,888000,5,3,2280,"3214 73rd St, East Elmhurst, NY 11370",https://www.zillow.com/homedetails/3214-73rd-St-East-Elmhurst-NY-11370/2139273916_zpid/,MultiFamily,1950,0 spaces,No Data,$389 ,,"$3,192/mo",$0/mo,$622/mo,$311/mo,"-Ps 152 Gwendolyn N Alleyne School,-Is 230,-William Cullen Bryant High School,","0.9,1.0,0.3,"
684,1259000,1,2,1012,"250 Mercer St APT C211, New York, NY 10012",https://www.zillow.com/homedetails/250-Mercer-St-APT-C211-New-York-NY-10012/2074078218_zpid/,Cooperative,1888,0 spaces,No Data,"$1,878 monthly","$1,244 ","$4,224/mo",$0/mo,$923/mo,$441/mo,"-Ps 3 Charrette School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.6,0.3,0.9,"
685,1225000,1,1,779,"50 Franklin St APT 7E, New York, NY 10013",https://www.zillow.com/homedetails/50-Franklin-St-APT-7E-New-York-NY-10013/97545397_zpid/,Condo,2007,0 spaces,No Data,"$1,017 monthly","$1,573 ","$4,110/mo",$0/mo,$898/mo,$429/mo,"-Ps 124 Yung Wing,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
686,249999,2,1,NA,"84-29 155th Ave #2K, Howard Beach, NY 11414",https://www.zillow.com/homedetails/84-29-155th-Ave-2K-Howard-Beach-NY-11414/2080625551_zpid/,Cooperative,1965,Waitlist,No Data,"$1,017 monthly",,$973/mo,$0/mo,$175/mo,$87/mo,"-Ps 207 Rockwood Park,-John Adams High School,","0.6,0.3,"
687,660000,3,2,NA,"9972 66th Rd #1G, Rego Park, NY 11374",https://www.zillow.com/homedetails/9972-66th-Rd-1G-Rego-Park-NY-11374/2096272344_zpid/,Cooperative,1952,Garage,Natural Gas,"$1,400 monthly",,"$2,372/mo",$0/mo,$462/mo,$231/mo,"-Ps 175 The Lynn Gross Discovery School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,","0.7,0.9,0.5,"
688,439000,3,2,NA,"140-21 31st Rd APT 5G, Flushing, NY 11354",https://www.zillow.com/homedetails/140-21-31st-Rd-APT-5G-Flushing-NY-11354/90240668_zpid/,Cooperative,1960,0 spaces,No Data,$912 monthly,,"$1,624/mo",$0/mo,$307/mo,$154/mo,"-Ps 214 Cadwallader Colden,-Jhs 185 Edward Bleeker,-Flushing High School,","0.8,0.9,0.2,"
689,480000,2,1,NA,"67-07 Yellowstone Blvd APT 6B, Forest Hills, NY 11375",https://www.zillow.com/homedetails/67-07-Yellowstone-Blvd-APT-6B-Forest-Hills-NY-11375/79738351_zpid/,Cooperative,1960,0 spaces,No Data,"$1,058 monthly",,"$1,776/mo",$0/mo,$336/mo,$168/mo,"-Ps 175 The Lynn Gross Discovery School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,","0.7,0.9,0.5,"
690,8699000,5,3,15880,"1221 Forest Hill Rd, Staten Island, NY 10314",https://www.zillow.com/homedetails/1221-Forest-Hill-Rd-Staten-Island-NY-10314/32307445_zpid/,MultiFamily,2023,"Built-in, Assigned","Forced Air, Natural Gas",$548 ,,"$29,183/mo",$0/mo,"$6,307/mo","$3,045/mo","-Ps 54 Charles W Leng,-Is 72 Rocco Laurie,-Susan E Wagner High School,","0.8,0.7,0.4,"
691,950000,3,2,1100,"115 Ashland Pl APT 14D, Brooklyn, NY 11201",https://www.zillow.com/homedetails/115-Ashland-Pl-APT-14D-Brooklyn-NY-11201/2074085649_zpid/,Cooperative,1957,Waitlist,No Data,"$1,391 monthly",$864 ,"$3,415/mo",$0/mo,$515/mo,$333/mo,"-Ps 20 Clinton Hill,-Dr Susan S Mckinney Secondary School Of The Arts,","0.7,0.4,"
692,129000,"Studio,",1,NA,"88-30 182nd St APT 6F, Hollis, NY 11423",https://www.zillow.com/homedetails/88-30-182nd-St-APT-6F-Hollis-NY-11423/79730772_zpid/,Cooperative,1955,"Garage, Waitlist",Oil,$460 monthly,,$502/mo,$0/mo,$90/mo,$45/mo,"-Ps 95 Eastwood,-Is 238 Susan B Anthony,-Cambria Heights Academy,","0.7,0.3,0.4,"
693,499000,2,2,1200,"155 Beach 120th St APT 2A, Belle Harbor, NY 11694",https://www.zillow.com/homedetails/155-Beach-120th-St-APT-2A-Belle-Harbor-NY-11694/2112336959_zpid/,Condo,1986,"None, On Street","Natural Gas, Baseboard, ENERGY STAR Qualified Equipment",$210 monthly,$416 ,"$1,846/mo",$0/mo,$349/mo,$175/mo,"-Waterside Children S Studio School,-Scholars  Academy,","0.7,0.8,"
694,1089000,5,3,1760,"70-21 66th Pl, Ridgewood, NY 11385",https://www.zillow.com/homedetails/70-21-66th-Pl-Ridgewood-NY-11385/2074087813_zpid/,MultiFamily,1925,"Shared Driveway, Detached","Natural Gas, Hot Water",$619 ,,"$3,653/mo",$0/mo,$762/mo,$381/mo,"-I.S. 119 the Glendale,-Grover Cleveland H.S.,","0.8,0.3,"
695,749999,3,2,1720,"128 Corbin Ave, Staten Island, NY 10308",https://www.zillow.com/homedetails/128-Corbin-Ave-Staten-Island-NY-10308/32341399_zpid/,SingleFamily,1965,"Built-in, Garage, Carport, Off Street, On Street, Garage Door Opener","Forced Air, Natural Gas","4,000 sqft",$436 ,"$2,696/mo",$0/mo,$544/mo,$262/mo,"-Ps 32 The Gifford School,-Is 24 Myra S Barnes,-Susan E Wagner High School,","0.7,0.6,0.4,"
696,999000,"Studio,",1,720,"88 Greenwich St APT 1603, New York, NY 10006",https://www.zillow.com/homedetails/88-Greenwich-St-APT-1603-New-York-NY-10006/143071931_zpid/,Condo,1929,0 spaces,No Data,"$1,019 monthly","$1,388 ","$3,351/mo",$0/mo,$733/mo,$350/mo,"-Battery Park City School,-Nyc Lab High School For Collaborative Studies,","1.0,0.9,"
697,629000,1,1,600,"23-22 30th Rd #4H, Astoria, NY 11102",https://www.zillow.com/homedetails/23-22-30th-Rd-4H-Astoria-NY-11102/2080239079_zpid/,Condo,1988,0 spaces,No Data,$388 monthly,"$1,048 ","$2,261/mo",$0/mo,$440/mo,$220/mo,"-Ps 234,-Albert Shanker School For Visual And Performing Ar,-Long Island City High School,","1.0,0.6,0.3,"
698,3900000,2,2,1721,"1 Central Park S APT 806, New York, NY 10019",https://www.zillow.com/homedetails/1-Central-Park-S-APT-806-New-York-NY-10019/2074102836_zpid/,Condo,1907,0 spaces,No Data,"$2,576 monthly","$2,266 ","$13,083/mo",$0/mo,"$2,860/mo","$1,365/mo","-Ps 111 Adolph S Ochs,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.6,0.3,0.9,"
699,2750000,8,6,2400,"25-22 38th St #1, Astoria, NY 11103",https://www.zillow.com/homedetails/25-22-38th-St-1-Astoria-NY-11103/2074102834_zpid/,MultiFamily,1919,0 spaces,No Data,"$1,125 ",,"$9,058/mo",$0/mo,"$1,890/mo",$945/mo,"-Ps 70,-Is 10 Horace Greeley,-William Cullen Bryant High School,","0.7,0.8,0.3,"
700,745000,6,3,2705,"4114 Lowerre Pl, Bronx, NY 10466",https://www.zillow.com/homedetails/4114-Lowerre-Pl-Bronx-NY-10466/29831841_zpid/,MultiFamily,1960,0 spaces,No Data,$275 ,,"$2,686/mo",$0/mo,$590/mo,$261/mo,"-Ps 103 Hector Fontanez,-The Forward School,-New World High School,","0.3,0.2,0.3,"
701,799900,6,2,2020,"2269 Walton Ave, Bronx, NY 10453",https://www.zillow.com/homedetails/2269-Walton-Ave-Bronx-NY-10453/29785938_zpid/,MultiFamily,1901,None,"Natural Gas, Hot Water",$396 ,,"$2,884/mo",$0/mo,$633/mo,$280/mo,"-School For Environmental Citizenship,-Creston Academy,-Theatre Arts Production Company School,","0.5,0.8,0.4,"
702,409000,2,2,1240,"11 Grandview Ave, Staten Island, NY 10303",https://www.zillow.com/homedetails/11-Grandview-Ave-Staten-Island-NY-10303/32300698_zpid/,Condo,1992,"No Garage, Carport, Off Street","Forced Air, Natural Gas",$330 ,,"$1,511/mo",$0/mo,$297/mo,$143/mo,"-Ps 44 Thomas C Brown,-Is 51 Edwin Markham,-Port Richmond High School,","0.5,0.4,0.2,"
703,1199000,"-- bds,",3,2080,"182 Avenue S, Brooklyn, NY 11223",https://www.zillow.com/homedetails/182-Avenue-S-Brooklyn-NY-11223/30734522_zpid/,Unknown,1931,"Street, None","Natural Gas, Baseboard",$576 ,,"$4,022/mo",$0/mo,$649/mo,$420/mo,"-Ps 215 Morris H Weiss,-Is 228 David A Boody,-Abraham Lincoln High School,","0.7,0.8,0.4,"
704,175000,1,1,613,"28 Metropolitan Oval APT 12F, Bronx, NY 10462",https://www.zillow.com/homedetails/28-Metropolitan-Oval-APT-12F-Bronx-NY-10462/29804682_zpid/,Condo,1960,On Street,"Natural Gas, Forced Air",$805 monthly,$285 ,$682/mo,$0/mo,$139/mo,$61/mo,"-Ps 106 Parkchester,-Jhs 127 The Castle Hill,-Bronx High School For The Visual Arts,","0.4,0.5,0.3,"
705,795000,1,1,3026,"11 Berkeley Pl APT 1, Brooklyn, NY 11217",https://www.zillow.com/homedetails/11-Berkeley-Pl-APT-1-Brooklyn-NY-11217/245039613_zpid/,Cooperative,1920,0 spaces,No Data,$645 monthly,$263 ,"$2,867/mo",$0/mo,$431/mo,$278/mo,"-Ps 282 Park Slope,-Brooklyn Technical High School,","0.7,1.0,"
706,750000,2,1,NA,"423 Greenwood Ave #2R, Brooklyn, NY 11218",https://www.zillow.com/homedetails/423-Greenwood-Ave-2R-Brooklyn-NY-11218/2074158473_zpid/,Condo,2008,Covered,No Data,$375 monthly,,"$2,704/mo",$0/mo,$406/mo,$263/mo,"-Ps 130 The Parkside,-Middle 839,-West Brooklyn Community High School,","0.6,0.5,0.2,"
707,995000,4,2,NA,"52-40 66th St, Maspeth, NY 11378",https://www.zillow.com/homedetails/52-40-66th-St-Maspeth-NY-11378/2074276017_zpid/,SingleFamily,1930,Garage - Detached,"Baseboard, Gas",No Data,,"$3,338/mo",$0/mo,$697/mo,$348/mo,"-Ps 229 Emanuel Kaplan,-Is 73 The Frank Sansivieri Intermediate School,-Grover Cleveland H.S.,","0.7,0.9,0.3,"
708,1450000,5,4,NA,"82-36 247th St, Bellerose, NY 11426",https://www.zillow.com/homedetails/82-36-247th-St-Bellerose-NY-11426/2074202095_zpid/,,,,,,,,,,,"-Ps 133,-Irwin Altman Middle School 172,-Martin Van Buren High School,","0.8,0.8,0.3,"
709,1100000,6,4,3430,"153 Wellbrook Ave, Staten Island, NY 10314",https://www.zillow.com/homedetails/153-Wellbrook-Ave-Staten-Island-NY-10314/32292784_zpid/,MultiFamily,1920,"Detached, Garage, Off Street, Garage Door Opener","Hot Water, Natural Gas",$321 ,,"$3,690/mo",$0/mo,$798/mo,$385/mo,"-Ps 54 Charles W Leng,-Is 72 Rocco Laurie,-Susan E Wagner High School,","0.8,0.7,0.4,"
710,525000,3,2,NA,"14227 129th Ave, Jamaica, NY 11436",https://www.zillow.com/homedetails/14227-129th-Ave-Jamaica-NY-11436/32183655_zpid/,SingleFamily,1930,Private,"Natural Gas, Radiant",0.05 Acres,,"$1,939/mo",$0/mo,$368/mo,$184/mo,"-Ps 223 Lyndon B Johnson,-Jhs 226 Virgil I Grisson,-John Adams High School,","0.3,0.4,0.3,"
711,789000,3,3,2235,"2026 Batchelder St, Brooklyn, NY 11229",https://www.zillow.com/homedetails/2026-Batchelder-St-Brooklyn-NY-11229/30743964_zpid/,SingleFamily,1935,"Carport, Garage - Detached, Covered","Baseboard, Gas","2,008 sqft",$353 ,"$2,845/mo",$0/mo,$427/mo,$276/mo,"-Ps 194 Raoul Wallenberg,-Jhs 278 Marine Park,-James Madison High School,","0.4,0.8,0.4,"
712,358888,2,1,NA,"60-42 Little Neck Pkwy #1, Little Neck, NY 11362",https://www.zillow.com/homedetails/60-42-Little-Neck-Pkwy-1-Little-Neck-NY-11362/2074209024_zpid/,Cooperative,No Data,"Garage - Attached, Garage - Detached, Off-street, On-street, Covered",No Data,$930 monthly,,"$1,326/mo",$0/mo,$251/mo,$126/mo,"-Ps 221 The North Hills School,-Jhs 67 Louis Pasteur,-Benjamin N Cardozo High School,","0.9,0.9,0.5,"
713,600000,3,2,2200,"14 Hygeia Pl, Staten Island, NY 10304",https://www.zillow.com/homedetails/14-Hygeia-Pl-Staten-Island-NY-10304/32284915_zpid/,MultiFamily,1910,"No Garage, Off Street","Hot Water, Natural Gas",$273 ,,"$2,163/mo",$0/mo,$435/mo,$210/mo,"-Ps 16 John J Driscoll,-Is 49 Bertha A Dreyfus,-Curtis High School,","0.2,0.3,0.3,"
714,625000,1,1,753,"4-74 48th Ave #22E, Long Island City, NY 11109",https://www.zillow.com/homedetails/4-74-48th-Ave-22E-Long-Island-City-NY-11109/80379792_zpid/,Cooperative,1998,Garage,Natural Gas,"$2,159 monthly",$830 ,"$2,254/mo",$0/mo,$438/mo,$219/mo,"-P.S. 78,-Long Island City High School,","0.9,0.3,"
715,849000,2,1,NA,"324 E 41st St APT 404C, New York, NY 10017",https://www.zillow.com/homedetails/324-E-41st-St-APT-404C-New-York-NY-10017/72525049_zpid/,Cooperative,No Data,0 spaces,No Data,"$1,753 monthly",,"$3,061/mo",$0/mo,$623/mo,$297/mo,"-River School (The),-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
716,669000,1,1,900,"77 Fulton St APT 4F, New York, NY 10038",https://www.zillow.com/homedetails/77-Fulton-St-APT-4F-New-York-NY-10038/2079445331_zpid/,Cooperative,No Data,0 spaces,No Data,$600 monthly,$743 ,"$2,412/mo",$0/mo,$491/mo,$234/mo,"-Spruce Street School,-Nyc Lab High School For Collaborative Studies,","0.8,0.9,"
717,755000,"Studio,",1,520,"350 W 42nd St APT 19I, New York, NY 10036",https://www.zillow.com/homedetails/350-W-42nd-St-APT-19I-New-York-NY-10036/80007786_zpid/,Condo,2007,Garage - Attached,No Data,$569 monthly,"$1,452 ","$2,722/mo",$0/mo,$554/mo,$264/mo,"-P.S. 51 Elias Howe,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.5,0.6,0.9,"
718,379999,1,1,579,"34 Sherlock Pl APT 204, Brooklyn, NY 11233",https://www.zillow.com/homedetails/34-Sherlock-Pl-APT-204-Brooklyn-NY-11233/94717550_zpid/,Condo,2009,0 spaces,No Data,$656 ,,"$1,404/mo",$0/mo,$206/mo,$133/mo,"-Ps 41 Francis White,-Aspirations Diploma Plus High School,","0.5,0.1,"
719,620000,2,2,1280,"153 Bay St #6E, Staten Island, NY 10301",https://www.zillow.com/homedetails/153-Bay-St-6E-Staten-Island-NY-10301/2079032356_zpid/,Condo,2005,0 spaces,No Data,$799 monthly,$484 ,"$2,236/mo",$0/mo,$449/mo,$217/mo,"-Ps 16 John J Driscoll,-Is 61 William A Morris,-Curtis High School,","0.2,0.5,0.3,"
720,465000,1,1,517,"519 Maple St #4B, Brooklyn, NY 11225",https://www.zillow.com/homedetails/519-Maple-St-4B-Brooklyn-NY-11225/2074254827_zpid/,Condo,2020,0 spaces,No Data,$255 monthly,$899 ,"$1,718/mo",$0/mo,$252/mo,$163/mo,"-Ps 91 The Albany Avenue School,-Ms 61 Gladstone H Atwell,-High School for Public Service-Heroes of Tomorrow,","0.8,0.5,0.5,"
721,4400000,6,6,3980,"96 Fort Greene Pl, Brooklyn, NY 11217",https://www.zillow.com/homedetails/96-Fort-Greene-Pl-Brooklyn-NY-11217/30615862_zpid/,Townhouse,1899,"Garage - Attached, Covered","Forced air, Gas","1,842 sqft","$1,106 ","$14,761/mo",$0/mo,"$2,383/mo","$1,540/mo","-Ps 38 The Pacific,-The Math And Science Exploratory School,-Khalil Gibran International Academy,","0.7,0.8,0.1,"
722,2150000,10,7,5551,"1303 Ditmas Ave, Brooklyn, NY 11226",https://www.zillow.com/homedetails/1303-Ditmas-Ave-Brooklyn-NY-11226/30668215_zpid/,SingleFamily,1905,"Garage, Garage - Attached",No Data,$1 monthly,"7,499 sqft","$7,213/mo",$0/mo,"$1,165/mo",$753/mo,"-Ps 217 Colonel David Marcus School,-Jhs 78 Roy H Mann,-Midwood High School,","0.7,0.5,0.6,"
723,770000,4,3,1672,"112-17 207th St, Queens Village, NY 11429",https://www.zillow.com/homedetails/112-17-207th-St-Queens-Village-NY-11429/2077914244_zpid/,,,,,,,,,,,"-Ps 136 Roy Wilkins,-Pathways College Preparatory School  A College Board School,","0.4,0.3,"
724,249000,1,1,NA,"213-05 75th Ave APT 1K, Oakland Gardens, NY 11364",https://www.zillow.com/homedetails/213-05-75th-Ave-APT-1K-Oakland-Gardens-NY-11364/79514639_zpid/,Cooperative,1952,0 spaces,Natural Gas,$592 monthly,,$970/mo,$0/mo,$174/mo,$87/mo,"-Ps 205 Alexander Graham Bell,-Jhs 74 Nathaniel Hawthorne,-Benjamin N Cardozo High School,","1.0,0.8,0.5,"
725,479000,3,1,1360,"13536 116th St, Jamaica, NY 11420",https://www.zillow.com/homedetails/13536-116th-St-Jamaica-NY-11420/32178120_zpid/,Townhouse,1950,"Private, Attached","Natural Gas, Steam",0.05 Acres,$352 ,"$1,769/mo",$0/mo,$335/mo,$168/mo,"-Ps 100 Glen Morris,-Jhs 226 Virgil I Grisson,-John Adams High School,","0.7,0.4,0.3,"
726,419000,"Studio,",1,NA,"32 S Oxford St APT 1, Brooklyn, NY 11217",https://www.zillow.com/homedetails/32-S-Oxford-St-APT-1-Brooklyn-NY-11217/2074279217_zpid/,Cooperative,1930,0 spaces,No Data,$449 monthly,,"$1,548/mo",$0/mo,$227/mo,$147/mo,"-Ps 20 Clinton Hill,-Ms 113 Ronald Edmonds Learning Center,-Brooklyn Technical High School,","0.7,0.3,1.0,"
727,3250000,3,4,2500,"50 E 79th St APT 19C, New York, NY 10075",https://www.zillow.com/homedetails/50-E-79th-St-APT-19C-New-York-NY-10075/244836842_zpid/,Cooperative,1958,0 spaces,No Data,"$6,926 monthly","$1,300 ","$10,903/mo",$0/mo,"$2,383/mo","$1,138/mo","-Ps 6 Lillie D Blake,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
728,599900,3,2,1312,"579 Hanover Ave, Staten Island, NY 10304",https://www.zillow.com/homedetails/579-Hanover-Ave-Staten-Island-NY-10304/32323630_zpid/,SingleFamily,1960,"No Garage, Off Street, On Street","Forced Air, Natural Gas","3,114 sqft",$457 ,"$2,163/mo",$0/mo,$435/mo,$210/mo,"-Ps 48 William C Wilcox,-New Dorp High School,","0.6,0.4,"
729,530000,1,1,750,"30-06 29th St #2H, Astoria, NY 11102",https://www.zillow.com/homedetails/30-06-29th-St-2H-Astoria-NY-11102/2074282701_zpid/,Cooperative,1937,0 spaces,No Data,$651 monthly,$707 ,"$1,958/mo",$0/mo,$371/mo,$186/mo,"-Ps 234,-Albert Shanker School For Visual And Performing Ar,-Long Island City High School,","1.0,0.6,0.3,"
730,990000,1,1,818,"112 Fleet Pl #4B, Brooklyn, NY 11201",https://www.zillow.com/homedetails/112-Fleet-Pl-4B-Brooklyn-NY-11201/2074284693_zpid/,Condo,2019,0 spaces,No Data,$648 monthly,"$1,210 ","$3,321/mo",$0/mo,$536/mo,$347/mo,"-Ps 287 Bailey K Ashford,-Ps 8 Robert Fulton,-City Polytechnic High School Of Engineering Archi,","0.1,0.8,0.3,"
731,1350000,4,2,1900,"45 Chauncey St, Brooklyn, NY 11233",https://www.zillow.com/homedetails/45-Chauncey-St-Brooklyn-NY-11233/30606286_zpid/,SingleFamily,1901,0 spaces,No Data,"1,900 sqft",$964 ,"$4,529/mo",$0/mo,$731/mo,$473/mo,"-Ps 262 El Hajj Malik El Shabazz Elementary School,-Ms 35 Stephen Decatur,-Boys and Girls High School,","0.3,0.6,0.2,"
732,739000,2,2,878,"1325 Herkimer St #405, Brooklyn, NY 11233",https://www.zillow.com/homedetails/1325-Herkimer-St-405-Brooklyn-NY-11233/2080275745_zpid/,Condo,2018,0 spaces,No Data,$589 monthly,$842 ,"$2,670/mo",$0/mo,$400/mo,$259/mo,"-Ps 41 Francis White,-Brooklyn Collegiate A College Board School,","0.5,0.3,"
733,925000,3,1,2000,"1827 E 33rd St, Brooklyn, NY 11234",https://www.zillow.com/homedetails/1827-E-33rd-St-Brooklyn-NY-11234/30783802_zpid/,SingleFamily,1925,Carport,No Data,"2,000 sqft",$463 ,"$3,342/mo",$0/mo,$501/mo,$324/mo,"-Ps 222 Katherine R Snyder,-Jhs 278 Marine Park,-James Madison High School,","0.8,0.8,0.4,"
734,750000,3,2,1100,"1580 Amsterdam Ave APT 34, New York, NY 10031",https://www.zillow.com/homedetails/1580-Amsterdam-Ave-APT-34-New-York-NY-10031/72535731_zpid/,Cooperative,1905,0 spaces,No Data,$845 monthly,$682 ,"$2,709/mo",$0/mo,$550/mo,$263/mo,"-Ps 192 Jacob H Schiff,-Jhs 52 Inwood,-A Philip Randolph Campus High School,","0.6,0.5,0.3,"
735,1795000,1,1,828,"277 5th Ave APT 20C, New York, NY 10016",https://www.zillow.com/homedetails/277-5th-Ave-APT-20C-New-York-NY-10016/321903447_zpid/,Condo,2019,0 spaces,No Data,"$1,194 monthly","$2,168 ","$6,022/mo",$0/mo,"$1,316/mo",$628/mo,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
736,695000,1,1,121313,"210 Riverside Dr APT 11I, New York, NY 10025",https://www.zillow.com/homedetails/210-Riverside-Dr-APT-11I-New-York-NY-10025/244755158_zpid/,Cooperative,1910,0 spaces,No Data,"$1,869 monthly",$6 ,"$2,511/mo",$0/mo,$510/mo,$243/mo,"-Ps 75 Emily Dickinson,-Ms 250 West Side Collaborative Middle School,-Innovation Diploma Plus,","0.7,0.2,0.2,"
737,14500000,7,10,8850,"310 W 88th St, New York, NY 10024",https://www.zillow.com/homedetails/310-W-88th-St-New-York-NY-10024/2074284695_zpid/,Townhouse,1900,0 spaces,No Data,No Data,"$1,638 ","$48,644/mo",$0/mo,"$10,633/mo","$5,075/mo","-Ps 166 The Richard Rogers School Of The Arts And S,-Ms 250 West Side Collaborative Middle School,-Innovation Diploma Plus,","0.8,0.2,0.2,"
